1	2
0.120	0.090
01/01/2021 -> 31/12/2022
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0000	0.0000
0.0550	0.0400
0.0558	0.0406
0.0565	0.0412
0.0573	0.0418
0.0581	0.0424
0.0589	0.0430
0.0596	0.0436
0.0604	0.0442
0.0612	0.0448
0.0619	0.0454
0.0627	0.0460
0.0634	0.0466
0.0642	0.0472
0.0650	0.0477
0.0657	0.0483
0.0665	0.0489
0.0672	0.0495
0.0679	0.0501
0.0687	0.0506
0.0694	0.0512
0.0701	0.0518
0.0709	0.0523
0.0716	0.0529
0.0723	0.0535
0.0730	0.0540
0.0737	0.0546
0.0744	0.0551
0.0751	0.0556
0.0758	0.0562
0.0765	0.0567
0.0772	0.0572
0.0778	0.0578
0.0785	0.0583
0.0792	0.0588
0.0798	0.0593
0.0804	0.0598
0.0811	0.0603
0.0817	0.0608
0.0823	0.0612
0.0829	0.0617
0.0835	0.0622
0.0841	0.0627
0.0847	0.0631
0.0853	0.0636
0.0858	0.0640
0.0864	0.0644
0.0870	0.0649
0.0875	0.0653
0.0880	0.0657
0.0885	0.0661
0.0891	0.0665
0.0896	0.0669
0.0900	0.0673
0.0905	0.0676
0.0910	0.0680
0.0915	0.0684
0.0919	0.0687
0.0923	0.0690
0.0928	0.0694
0.0932	0.0697
0.0936	0.0700
0.0940	0.0703
0.0944	0.0706
0.0947	0.0709
0.0951	0.0712
0.0954	0.0714
0.0958	0.0717
0.0961	0.0719
0.0964	0.0722
0.0967	0.0724
0.0970	0.0726
0.0972	0.0729
0.0975	0.0731
0.0977	0.0732
0.0980	0.0734
0.0982	0.0736
0.0984	0.0738
0.0986	0.0739
0.0988	0.0741
0.0990	0.0742
0.0991	0.0743
0.0993	0.0744
0.0994	0.0745
0.0995	0.0746
0.0996	0.0747
0.0997	0.0748
0.0998	0.0748
0.0999	0.0749
0.0999	0.0749
0.1000	0.0750
0.1000	0.0750
0.1000	0.0750
0.1000	0.0750
0.1000	0.0750
0.1000	0.0750
0.0999	0.0749
0.0999	0.0749
0.0998	0.0748
0.0997	0.0748
0.0996	0.0747
0.0995	0.0746
0.0994	0.0745
0.0993	0.0744
0.0991	0.0743
0.0990	0.0742
0.0988	0.0741
0.0986	0.0739
0.0984	0.0738
0.0982	0.0736
0.0980	0.0734
0.0977	0.0732
0.0975	0.0731
0.0972	0.0729
0.0970	0.0726
0.0967	0.0724
0.0964	0.0722
0.0961	0.0719
0.0958	0.0717
0.0954	0.0714
0.0951	0.0712
0.0947	0.0709
0.0944	0.0706
0.0940	0.0703
0.0936	0.0700
0.0932	0.0697
0.0928	0.0694
0.0923	0.0690
0.0919	0.0687
0.0915	0.0684
0.0910	0.0680
0.0905	0.0676
0.0900	0.0673
0.0896	0.0669
0.0891	0.0665
0.0885	0.0661
0.0880	0.0657
0.0875	0.0653
0.0870	0.0649
0.0864	0.0644
0.0858	0.0640
0.0853	0.0636
0.0847	0.0631
0.0841	0.0627
0.0835	0.0622
0.0829	0.0617
0.0823	0.0612
0.0817	0.0608
0.0811	0.0603
